"","gene.name.list"
"8451","tex"
"8452","tey"
"8453","TFAM"
"8454","TfAP-2"
"8455","Tfb1"
"8456","Tfb4"
"8457","TfIIA-L"
"8458","TfIIA-S"
"8459","TfIIA-S-2"
"8460","TfIIB"
"8461","TfIIEalpha"
"8462","TfIIEbeta"
"8463","TfIIFalpha"
"8464","TfIIFbeta"
"8465","TfIIS"
"8466","Tgi"
"8467","tgo"
"8468","Tgt"
"8469","TH1"
"8470","Thd1"
"8471","Thiolase"
"8472","tho2"
"8473","thoc5"
"8474","thoc6"
"8475","thoc7"
"8476","Thor"
"8477","thr"
"8478","ths"
"8479","Tif-IA"
"8480","tilB"
"8481","Tim17b"
"8482","Tim17b2"
"8483","Tim8"
"8484","Tim9a"
"8485","timeout"
"8486","Timp"
"8487","tin"
"8488","Tina-1"
"8489","tinc"
"8490","tio"
"8491","Tip60"
"8492","tipE"
"8493","Tis11"
"8494","tko"
"8495","TkR86C"
"8496","tkv"
"8497","Tl"
"8498","tld"
"8499","tlk"
"8500","tll"
"8501","Tm1"
"8502","TM4SF"
"8503","TM9SF4"
"8504","Tmhs"
"8505","tmod"
"8506","TMS1"
"8507","tna"
"8508","Tnks"
"8509","Tob"
"8510","tobi"
"8511","toc"
"8512","tok"
"8513","Toll-4"
"8514","Toll-6"
"8515","Toll-7"
"8516","Tollo"
"8517","Tom"
"8518","Tom20"
"8519","Tom40"
"8520","Tom7"
"8521","Tom70"
"8522","tomboy40"
"8523","Tomosyn"
"8524","Top1"
"8525","Top2"
"8526","Top3alpha"
"8527","Top3beta"
"8528","Topors"
"8529","Tor"
"8530","Torsin"
"8531","tos"
"8532","TotM"
"8533","tou"
"8534","toy"
"8535","Tpc1"
"8536","Tpc2"
"8537","Tpi"
"8538","TpnC4"
"8539","TpnC41C"
"8540","TppII"
"8541","Tpr2"
"8542","tra"
"8543","tra2"
"8544","Traf4"
"8545","Traf6"
"8546","Traf-like"
"8547","tral"
"8548","TRAM"
"8549","Trap1"
"8550","Trax"
"8551","trbd"
"8552","trbl"
"8553","trc"
"8554","Trc8"
"8555","Tre1"
"8556","Treh"
"8557","trem"
"8558","Tret1-1"
"8559","Trf"
"8560","Trf2"
"8561","Trf4-1"
"8562","Trf4-2"
"8563","trh"
"8564","Trim9"
"8565","trio"
"8566","Trip1"
"8567","TrissinR"
"8568","Trl"
"8569","trn"
"8570","Trn"
"8571","Trn-SR"
"8572","trol"
"8573","Trp1"
"8574","Trpm"
"8575","trr"
"8576","Trs20"
"8577","Trs23"
"8578","Trs31"
"8579","Trs33"
"8580","trsn"
"8581","trus"
"8582","trx"
"8583","Trx-2"
"8584","Trxr-1"
"8585","TrxT"
"8586","Try29F"
"8587","Ts"
"8588","Tsc1"
"8589","Tsf2"
"8590","Tsf3"
"8591","tsg"
"8592","TSG101"
"8593","tsh"
"8594","tsl"
"8595","Tsp"
"8596","Tsp26A"
"8597","Tsp2A"
"8598","Tsp39D"
"8599","Tsp3A"
"8600","Tsp42Ed"
"8601","Tsp42Ee"
"8602","Tsp42Ef"
"8603","Tsp5D"
"8604","Tsp66E"
"8605","Tsp74F"
"8606","Tsp86D"
"8607","Tsp96F"
"8608","Tsp97E"
"8609","tsr"
"8610","tst"
"8611","tsu"
"8612","Ttc19"
"8613","tth"
"8614","ttk"
"8615","ttm50"
"8616","ttv"
"8617","tty"
"8618","tub"
"8619","tud"
"8620","Tudor-SN"
"8621","tum"
"8622","tun"
"8623","tup"
"8624","Tusp"
"8625","tutl"
"8626","tw"
"8627","TwdlV"
"8628","TwdlZ"
"8629","twe"
"8630","tweek"
"8631","twf"
"8632","twi"
"8633","twin"
"8634","twr"
"8635","tws"
"8636","Txl"
"8637","tyf"
"8638","tyn"
"8639","U26"
"8640","U2A"
"8641","U2af38"
"8642","U2af50"
"8643","U3-55K"
"8644","U4-U6-60K"
"8645","Uba1"
"8646","Uba2"
"8647","Uba3"
"8648","Ubc10"
"8649","Ubc2"
"8650","Ubc4"
"8651","Ubc6"
"8652","Ubc7"
"8653","UbcE2H"
"8654","UbcE2M"
"8655","Ube3a"
"8656","Ubi-p5E"
"8657","Ubi-p63E"
"8658","ubl"
"8659","UBL3"
"8660","Ublcp1"
"8661","Ubp64E"
"8662","Ubpy"
"8663","Ubqn"
"8664","Ubx"
"8665","Uch"
"8666","Uch-L5"
"8667","Ucp4A"
"8668","Ucrh"
"8669","udd"
"8670","Ude"
"8671","Uev1A"
"8672","uex"
"8673","Ufd1-like"
"8674","UGP"
"8675","Ugt"
"8676","Ugt58Fa"
"8677","Uhg1"
"8678","Uhg2"
"8679","Uhg3"
"8680","Uhg4"
"8681","Uhg5"
"8682","Uhg7"
"8683","Uhg8"
"8684","uif"
"8685","UK114"
"8686","Ulp1"
"8687","unc"
"8688","unc-104"
"8689","Unc-115a"
"8690","unc-119"
"8691","unc-13"
"8692","unc-13-4A"
"8693","Unc-13-4B"
"8694","unc-4"
"8695","unc-45"
"8696","unc-5"
"8697","Unc-76"
"8698","unc79"
"8699","und"
"8700","unk"
"8701","Unr"
"8702","up"
"8703","upd2"
"8704","Updo"
"8705","Upf1"
"8706","Upf2"
"8707","Upf3"
"8708","upSET"
"8709","uri"
"8710","Use1"
"8711","Usf"
"8712","ush"
"8713","usp"
"8714","Usp12-46"
"8715","Usp7"
"8716","Utx"
"8717","Uvrag"
"8718","uzip"
"8719","v(2)k05816"
"8720","Vamp7"
"8721","Vang"
"8722","vap"
"8723","Vap-33A"
"8724","Vap-33B"
"8725","vari"
"8726","vas"
"8727","Vav"
"8728","Vdup1"
"8729","veil"
"8730","veli"
"8731","velo"
"8732","ventrally-expressed-protein-D"
"8733","ver"
"8734","vfl"
"8735","Vha100-1"
"8736","Vha100-2"
"8737","Vha13"
"8738","Vha14-1"
"8739","Vha16-1"
"8740","Vha16-3"
"8741","Vha16-5"
"8742","Vha26"
"8743","Vha36-1"
"8744","Vha44"
"8745","Vha55"
"8746","Vha68-1"
"8747","Vha68-2"
"8748","VhaAC39-1"
"8749","VhaAC45"
"8750","VhaM8.9"
"8751","VhaM9.7-a"
"8752","VhaM9.7-b"
"8753","VhaM9.7-c"
"8754","VhaPPA1-1"
"8755","VhaSFD"
"8756","Vhl"
"8757","viaf"
"8758","vib"
"8759","vig"
"8760","vig2"
"8761","vih"
"8762","vimar"
"8763","vir"
"8764","vir-1"
"8765","vis"
"8766","vito"
"8767","Vkor"
"8768","vlc"
"8769","vls"
"8770","Vmat"
"8771","vn"
"8772","vnd"
"8773","Vps13"
"8774","Vps16A"
"8775","Vps16B"
"8776","Vps2"
"8777","Vps20"
"8778","Vps24"
"8779","Vps25"
"8780","Vps26"
"8781","Vps28"
"8782","Vps29"
"8783","Vps33B"
"8784","Vps35"
"8785","Vps36"
"8786","Vps37B"
"8787","Vps39"
"8788","Vps4"
"8789","Vps45"
"8790","Vps60"
"8791","vret"
"8792","vri"
"8793","Vrp1"
"8794","vsg"
"8795","Vsx1"
"8796","Vsx2"
"8797","vtd"
"8798","Vti1"
"8799","vvl"
"8800","w"
"8801","wac"
"8802","wake"
"8803","wal"
"8804","wap"
"8805","wapl"
"8806","wash"
"8807","WASp"
"8808","wat"
"8809","wb"
"8810","wbl"
"8811","Wbp2"
"8812","wcd"
"8813","wda"
"8814","wdb"
"8815","wde"
"8816","wdn"
"8817","WDR79"
"8818","Wdr82"
"8819","wds"
"8820","wech"
"8821","Wee1"
"8822","wek"
"8823","wfs1"
"8824","wg"
"8825","wge"
"8826","wgn"
"8827","Whamy"
"8828","whd"
"8829","wisp"
"8830","wit"
"8831","wkd"
"8832","wls"
"8833","wmd"
"8834","wnd"
"8835","Wnk"
"8836","Wnt2"
"8837","Wnt4"
"8838","Wnt5"
"8839","wntD"
"8840","woc"
"8841","wol"
"8842","WRNexo"
"8843","Wsck"
"8844","wtrw"
"8845","wts"
"8846","wuho"
"8847","wun"
"8848","wun2"
"8849","wupA"
"8850","wus"
"8851","Wwox"
"8852","X11L"
"8853","X11Lbeta"
"8854","x16"
"8855","Xbp1"
"8856","Xe7"
"8857","xit"
"8858","xmas-1"
"8859","xmas-2"
"8860","XNP"
"8861","Xpac"
"8862","Xpd"
"8863","XRCC1"
"8864","Xrp1"
"8865","y"
"8866","yata"
"8867","yellow-e"
"8868","yellow-e2"
"8869","yellow-e3"
"8870","yellow-f2"
"8871","yellow-h"
"8872","yellow-k"
"8873","yem"
"8874","Yeti"
"8875","yin"
"8876","yip2"
"8877","Yippee"
"8878","yki"
"8879","Ykt6"
"8880","yl"
"8881","YL-1"
"8882","ymp"
"8883","Yp3"
"8884","yps"
"8885","yrt"
"8886","YT521-B"
"8887","ytr"
"8888","yuri"
"8889","z"
"8890","Z600"
"8891","ZAP3"
"8892","Zasp52"
"8893","Zasp66"
"8894","ZC3H3"
"8895","zen"
"8896","zen2"
"8897","zetaCOP"
"8898","zf30C"
"8899","zfh1"
"8900","zfh2"
"8901","Zfrp8"
"8902","Zif"
"8903","zip"
"8904","Zip102B"
"8905","Zip48C"
"8906","Zip71B"
"8907","Zip88E"
"8908","Zip99C"
"8909","Zir"
"8910","Ziz"
"8911","Zmynd10"
"8912","Zn72D"
"8913","ZnT35C"
"8914","ZnT63C"
"8915","ZnT77C"
"8916","ZnT86D"
"8917","zpg"
"8918","Zpr1"
"8919","zuc"
"8920","Zw10"
"8921","Zwilch"
"8922","zyd"
"8923","zye"
"8924","Zyx"
